group,entry,target,pass94_final_script_control_branch_name,optional_refinement_lane,why_optional,prototype_key,sample_candidate,pass95_final_literal_refinement_name,pass95_refinement_state,pass95_confidence_class,pass95_evidence_boundary,pass95_remaining_decomp_blocker
$05,2,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry002_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry002,EveFamilyRomanceContext_G05_Entry002_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry002,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,3,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry003_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry003,EveFamilyRomanceContext_G05_Entry003_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry003,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,4,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry004_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry004,EveFamilyRomanceContext_G05_Entry004_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry004,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,5,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry005_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry005,EveFamilyRomanceContext_G05_Entry005_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry005,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,6,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry006_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry006,EveFamilyRomanceContext_G05_Entry006_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry006,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,7,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry007_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry007,EveFamilyRomanceContext_G05_Entry007_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry007,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,8,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry008_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry008,EveFamilyRomanceContext_G05_Entry008_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry008,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,9,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry009_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry009,EveFamilyRomanceContext_G05_Entry009_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry009,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,10,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry010_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry010,EveFamilyRomanceContext_G05_Entry010_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry010,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,11,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry011_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry011,EveFamilyRomanceContext_G05_Entry011_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry011,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,12,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry012_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry012,EveFamilyRomanceContext_G05_Entry012_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry012,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,13,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry013_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry013,EveFamilyRomanceContext_G05_Entry013_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry013,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,14,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry014_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry014,EveFamilyRomanceContext_G05_Entry014_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry014,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$05,15,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry015_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry015,EveFamilyRomanceContext_G05_Entry015_TB3D447_EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry015,closed_at_eventscript_evidence_boundary,final_matrix_context_exact_speaker_optional,Eve/family-romance matrix rows are fully named at matrix-context level; individual in-game speaker variant is outside the EventScript table.,no
$0A,6,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry006_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry006,FamilyRomanceCutsceneBeat_G0A_Entry006_TB3E9DA_TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry006,closed_at_eventscript_evidence_boundary,final_cutscene_beat_row_exact_actor_optional,Cutscene-control rows are fully named at cutscene-beat row level.,no
$0A,7,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry007_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry007,FamilyRomanceCutsceneBeat_G0A_Entry007_TB3E9DA_TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry007,closed_at_eventscript_evidence_boundary,final_cutscene_beat_row_exact_actor_optional,Cutscene-control rows are fully named at cutscene-beat row level.,no
$0A,8,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry008_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry008,FamilyRomanceCutsceneBeat_G0A_Entry008_TB3E9DA_TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry008,closed_at_eventscript_evidence_boundary,final_cutscene_beat_row_exact_actor_optional,Cutscene-control rows are fully named at cutscene-beat row level.,no
$0A,9,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry009_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry009,FamilyRomanceCutsceneBeat_G0A_Entry009_TB3E9DA_TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry009,closed_at_eventscript_evidence_boundary,final_cutscene_beat_row_exact_actor_optional,Cutscene-control rows are fully named at cutscene-beat row level.,no
$0A,10,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry010_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry010,FamilyRomanceCutsceneBeat_G0A_Entry010_TB3E9DA_TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry010,closed_at_eventscript_evidence_boundary,final_cutscene_beat_row_exact_actor_optional,Cutscene-control rows are fully named at cutscene-beat row level.,no
$0A,11,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry011_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry011,FamilyRomanceCutsceneBeat_G0A_Entry011_TB3E9DA_TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry011,closed_at_eventscript_evidence_boundary,final_cutscene_beat_row_exact_actor_optional,Cutscene-control rows are fully named at cutscene-beat row level.,no
$0A,12,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry012_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry012,FamilyRomanceCutsceneBeat_G0A_Entry012_TB3E9DA_TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry012,closed_at_eventscript_evidence_boundary,final_cutscene_beat_row_exact_actor_optional,Cutscene-control rows are fully named at cutscene-beat row level.,no
$0A,13,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry013_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry013,FamilyRomanceCutsceneBeat_G0A_Entry013_TB3E9DA_TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry013,closed_at_eventscript_evidence_boundary,final_cutscene_beat_row_exact_actor_optional,Cutscene-control rows are fully named at cutscene-beat row level.,no
$0A,14,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry014_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry014,FamilyRomanceCutsceneBeat_G0A_Entry014_TB3E9DA_TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry014,closed_at_eventscript_evidence_boundary,final_cutscene_beat_row_exact_actor_optional,Cutscene-control rows are fully named at cutscene-beat row level.,no
$0A,15,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry015_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry015,FamilyRomanceCutsceneBeat_G0A_Entry015_TB3E9DA_TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry015,closed_at_eventscript_evidence_boundary,final_cutscene_beat_row_exact_actor_optional,Cutscene-control rows are fully named at cutscene-beat row level.,no
$0B,0,$B3E9FA,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry000_TargetB3E9FA,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry000,MountainAnglerDialogueContext_G0B_Entry000_TB3E9FA_MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry000,closed_at_eventscript_evidence_boundary,final_dialog_context_exact_speaker_optional,Mountain/fishing/angler dialogue rows are fully named at dialogue-context level.,no
$0B,1,$B3EB5C,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry001_TargetB3EB5C,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry001,MountainAnglerDialogueContext_G0B_Entry001_TB3EB5C_MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry001,closed_at_eventscript_evidence_boundary,final_dialog_context_exact_speaker_optional,Mountain/fishing/angler dialogue rows are fully named at dialogue-context level.,no
$0B,2,$B3EB83,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry002_TargetB3EB83,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry002,MountainAnglerDialogueContext_G0B_Entry002_TB3EB83_MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry002,closed_at_eventscript_evidence_boundary,final_dialog_context_exact_speaker_optional,Mountain/fishing/angler dialogue rows are fully named at dialogue-context level.,no
$0B,3,$B3EBB2,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry003_TargetB3EBB2,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry003,MountainAnglerDialogueContext_G0B_Entry003_TB3EBB2_MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry003,closed_at_eventscript_evidence_boundary,final_dialog_context_exact_speaker_optional,Mountain/fishing/angler dialogue rows are fully named at dialogue-context level.,no
$0B,4,$B3EC2D,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry004_TargetB3EC2D,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry004,MountainAnglerDialogueContext_G0B_Entry004_TB3EC2D_MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry004,closed_at_eventscript_evidence_boundary,final_dialog_context_exact_speaker_optional,Mountain/fishing/angler dialogue rows are fully named at dialogue-context level.,no
$0B,5,$B3EC8D,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry005_TargetB3EC8D,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry005,MountainAnglerDialogueContext_G0B_Entry005_TB3EC8D_MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry005,closed_at_eventscript_evidence_boundary,final_dialog_context_exact_speaker_optional,Mountain/fishing/angler dialogue rows are fully named at dialogue-context level.,no
