group,entry,target,pass94_final_script_control_branch_name,optional_refinement_lane,why_optional,prototype_key,sample_candidate
$02,15,$B3BA39,FamilyRomanceDialogueMatrixBranch_ScriptControlRow_G02_Entry015_TargetB3BA39,optional_exact_speaker_or_scene_beat,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::FamilyRomanceDialogueMatrix_A::ScriptControlEntry,FamilyRomanceDialogueMatrix_A_ScriptControlEntry_Entry015
$05,1,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry001_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry001
$05,2,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry002_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry002
$05,3,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry003_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry003
$05,4,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry004_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry004
$05,5,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry005_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry005
$05,6,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry006_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry006
$05,7,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry007_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry007
$05,8,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry008_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry008
$05,9,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry009_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry009
$05,10,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry010_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry010
$05,11,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry011_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry011
$05,12,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry012_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry012
$05,13,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry013_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry013
$05,14,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry014_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry014
$05,15,$B3D447,EveFamilyRomanceDialogueBranch_ScriptControlRow_G05_Entry015_TargetB3D447,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EveFamilyRomanceDialogueSet::ScriptControlEntry,EveFamilyRomanceDialogueSet_ScriptControlEntry_Entry015
$0A,6,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry006_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry006
$0A,7,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry007_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry007
$0A,8,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry008_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry008
$0A,9,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry009_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry009
$0A,10,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry010_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry010
$0A,11,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry011_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry011
$0A,12,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry012_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry012
$0A,13,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry013_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry013
$0A,14,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry014_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry014
$0A,15,$B3E9DA,FamilyRomanceCutsceneControlBranch_ScriptControlRow_G0A_Entry015_TargetB3E9DA,optional_cutscene_beat_name,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenCutsceneObjectScript_FA::ScriptControlEntry,TableDrivenCutsceneObjectScript_FA_ScriptControlEntry_Entry015
$0B,0,$B3E9FA,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry000_TargetB3E9FA,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry000
$0B,1,$B3EB5C,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry001_TargetB3EB5C,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry001
$0B,2,$B3EB83,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry002_TargetB3EB83,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry002
$0B,3,$B3EBB2,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry003_TargetB3EBB2,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry003
$0B,4,$B3EC2D,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry004_TargetB3EC2D,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry004
$0B,5,$B3EC8D,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry005_TargetB3EC8D,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry005
$0B,6,$B3ECE2,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry006_TargetB3ECE2,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry006
$0B,7,$B3ED39,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry007_TargetB3ED39,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry007
$0B,12,$B3EF2E,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry012_TargetB3EF2E,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry012
$0B,13,$B3EF5A,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry013_TargetB3EF5A,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry013
$0B,14,$B3EF5A,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry014_TargetB3EF5A,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry014
$0B,15,$B3EF5A,MountainAnglerDialogueBranch_ScriptControlRow_G0B_Entry015_TargetB3EF5A,optional_exact_mountain_angler_dialogue_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::MountainAnglerFishingSignDialogue::ScriptControlEntry,MountainAnglerFishingSignDialogue_ScriptControlEntry_Entry015
$0C,0,$B3EF7A,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry000_TargetB3EF7A,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry000
$0C,1,$B3EFF3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry001_TargetB3EFF3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry001
$0C,2,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry002_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry002
$0C,3,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry003_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry003
$0C,4,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry004_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry004
$0C,5,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry005_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry005
$0C,6,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry006_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry006
$0C,7,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry007_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry007
$0C,8,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry008_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry008
$0C,9,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry009_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry009
$0C,10,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry010_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry010
$0C,11,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry011_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry011
$0C,12,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry012_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry012
$0C,13,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry013_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry013
$0C,14,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry014_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry014
$0C,15,$B3F068,EveFamilyRomanceDialogueBranch_ScriptControlRow_G0C_Entry015_TargetB3F068,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_Opcode88Cluster::ScriptControlEntry,TableDrivenEventScript_Opcode88Cluster_ScriptControlEntry_Entry015
$10,1,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry001_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry001
$10,2,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry002_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry002
$10,3,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry003_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry003
$10,4,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry004_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry004
$10,5,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry005_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry005
$10,6,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry006_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry006
$10,7,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry007_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry007
$10,8,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry008_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry008
$10,9,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry009_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry009
$10,10,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry010_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry010
$10,11,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry011_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry011
$10,12,$B48818,EveFamilyRomanceDialogueBranch_ScriptControlRow_G10_Entry012_TargetB48818,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::EventCore2TableDrivenSceneRouter::ScriptControlEntry,EventCore2TableDrivenSceneRouter_ScriptControlEntry_Entry012
